shop_id,medicine_id,medicine_name,sale_date,quantity
SHOP001,73139,Ondem 4mg,2025-08-30,12
SHOP002,73143,Allegra 120,2025-08-30,2
SHOP001,73148,Cyclopam,2025-08-31,1
SHOP001,73177,Voveran SR 100,2025-08-31,5
SHOP001,73141,Pan 40,2025-08-31,4
SHOP001,73179,Itaspor 100,2025-08-31,5
SHOP002,73160,Meftal Spas,2025-08-31,5
SHOP002,73156,Ecosprin 75,2025-08-31,8
SHOP002,73146,Janumet 50/500,2025-08-31,9
SHOP002,73161,Aztor 10,2025-09-01,5
SHOP002,73176,Calpol 500,2025-09-01,12
SHOP002,73137,Electral Powder,2025-09-01,1
SHOP001,73167,Zerodol SP,2025-09-01,4
SHOP002,73131,Dolo 650,2025-09-01,14
SHOP001,73177,Voveran SR 100,2025-09-01,4
SHOP002,73176,Calpol 500,2025-09-02,23
SHOP002,73137,Electral Powder,2025-09-02,2
SHOP002,73155,Thyronorm 50,2025-09-02,2
SHOP001,73160,Meftal Spas,2025-09-02,1
SHOP001,73165,Lupisulide P,2025-09-02,2
SHOP002,73170,Asthalin Inhaler,2025-09-02,5
SHOP001,73169,Foracort 200,2025-09-02,5
SHOP002,73177,Voveran SR 100,2025-09-02,3
SHOP001,73131,Dolo 650,2025-09-02,15
SHOP001,73150,Shelcal 500,2025-09-02,1
SHOP002,73153,Deriphyllin 150,2025-09-03,2
SHOP001,73147,Amlokind 5,2025-09-03,7
SHOP001,73145,Benadryl Syrup,2025-09-03,5
SHOP001,73149,Becosules Caps,2025-09-03,5
SHOP002,73165,Lupisulide P,2025-09-03,4
SHOP001,73177,Voveran SR 100,2025-09-04,3
SHOP002,73135,Glycomet GP2,2025-09-04,3
SHOP002,73167,Zerodol SP,2025-09-04,2
SHOP001,73169,Foracort 200,2025-09-04,5
SHOP001,73134,Ascoril LS Syrup,2025-09-04,1
SHOP002,73172,Evion 400,2025-09-05,2
SHOP002,73143,Allegra 120,2025-09-05,2
SHOP002,73161,Aztor 10,2025-09-05,10
SHOP002,73153,Deriphyllin 150,2025-09-06,5
SHOP002,73138,Moxikind CV 625,2025-09-06,5
SHOP001,73155,Thyronorm 50,2025-09-06,2
SHOP001,73173,Neurobion Forte,2025-09-07,3
SHOP001,73149,Becosules Caps,2025-09-07,1
SHOP002,73167,Zerodol SP,2025-09-07,4
SHOP001,73133,Azithral 500,2025-09-07,17
SHOP001,73160,Meftal Spas,2025-09-08,3
SHOP001,73139,Ondem 4mg,2025-09-08,15
SHOP001,73137,Electral Powder,2025-09-08,2
SHOP001,73137,Electral Powder,2025-09-08,3
SHOP002,73141,Pan 40,2025-09-08,5
SHOP001,73145,Benadryl Syrup,2025-09-08,3
SHOP001,73138,Moxikind CV 625,2025-09-08,1
SHOP001,73130,Pantop DSR,2025-09-09,4
SHOP002,73171,Alex Cough Syrup,2025-09-09,4
SHOP002,73170,Asthalin Inhaler,2025-09-09,1
SHOP002,73179,Itaspor 100,2025-09-09,3
SHOP002,73159,Taxim O 200,2025-09-09,4
SHOP002,73165,Lupisulide P,2025-09-09,4
SHOP002,73168,Rabekind D,2025-09-10,5
SHOP001,73160,Meftal Spas,2025-09-10,1
SHOP002,73133,Azithral 500,2025-09-10,7
SHOP001,73149,Becosules Caps,2025-09-10,5
SHOP001,73169,Foracort 200,2025-09-10,1
SHOP001,73175,Avil 25,2025-09-10,4
SHOP001,73147,Amlokind 5,2025-09-11,4
SHOP002,73157,Eldoper Caps,2025-09-11,5
SHOP002,73132,Montair LC,2025-09-11,4
SHOP002,73158,Cefakind 500,2025-09-11,2
SHOP002,73179,Itaspor 100,2025-09-11,5
SHOP001,73131,Dolo 650,2025-09-11,10
SHOP001,73161,Aztor 10,2025-09-12,8
SHOP002,73148,Cyclopam,2025-09-12,5
SHOP002,73135,Glycomet GP2,2025-09-12,8
SHOP002,73148,Cyclopam,2025-09-12,5
SHOP001,73146,Janumet 50/500,2025-09-12,6
SHOP001,73174,Dulcoflex 5mg,2025-09-12,3
SHOP002,73179,Itaspor 100,2025-09-12,1
SHOP002,73176,Calpol 500,2025-09-12,14
SHOP001,73159,Taxim O 200,2025-09-13,1
SHOP002,73154,Gelusil MPS,2025-09-14,5
SHOP001,73175,Avil 25,2025-09-14,2
SHOP001,73153,Deriphyllin 150,2025-09-14,2
SHOP001,73142,Ciplox 500,2025-09-14,5
SHOP002,73149,Becosules Caps,2025-09-14,2
SHOP001,73171,Alex Cough Syrup,2025-09-14,4
SHOP002,73177,Voveran SR 100,2025-09-14,3
SHOP001,73170,Asthalin Inhaler,2025-09-14,1
SHOP001,73132,Montair LC,2025-09-14,1
SHOP001,73136,Telmikind 40,2025-09-14,6
SHOP002,73174,Dulcoflex 5mg,2025-09-14,2
SHOP001,73132,Montair LC,2025-09-15,1
SHOP001,73168,Rabekind D,2025-09-15,3
SHOP001,73143,Allegra 120,2025-09-15,2
SHOP002,73153,Deriphyllin 150,2025-09-16,3
SHOP001,73137,Electral Powder,2025-09-16,2
SHOP001,73162,Cipcal 500,2025-09-16,1
SHOP001,73159,Taxim O 200,2025-09-16,3
SHOP002,73174,Dulcoflex 5mg,2025-09-16,2
SHOP002,73147,Amlokind 5,2025-09-16,4
SHOP001,73134,Ascoril LS Syrup,2025-09-17,3
SHOP002,73148,Cyclopam,2025-09-17,5
SHOP002,73159,Taxim O 200,2025-09-17,1
SHOP001,73159,Taxim O 200,2025-09-17,4
SHOP001,73178,Ovez-D,2025-09-17,2
SHOP002,73164,Limcee 500,2025-09-17,4
SHOP001,73175,Avil 25,2025-09-18,4
SHOP002,73158,Cefakind 500,2025-09-18,4
SHOP001,73168,Rabekind D,2025-09-18,5
SHOP001,73161,Aztor 10,2025-09-18,8
SHOP002,73139,Ondem 4mg,2025-09-19,8
SHOP002,73162,Cipcal 500,2025-09-19,4
SHOP002,73150,Shelcal 500,2025-09-19,1
SHOP002,73159,Taxim O 200,2025-09-19,2
SHOP001,73155,Thyronorm 50,2025-09-20,2
SHOP001,73136,Telmikind 40,2025-09-20,3
SHOP001,73130,Pantop DSR,2025-09-21,3
SHOP002,73159,Taxim O 200,2025-09-21,3
SHOP001,73130,Pantop DSR,2025-09-21,1
SHOP001,73179,Itaspor 100,2025-09-21,1
SHOP002,73176,Calpol 500,2025-09-21,20
SHOP001,73158,Cefakind 500,2025-09-21,2
SHOP002,73172,Evion 400,2025-09-21,1
SHOP002,73155,Thyronorm 50,2025-09-22,2
SHOP001,73162,Cipcal 500,2025-09-22,5
SHOP002,73169,Foracort 200,2025-09-22,2
SHOP001,73173,Neurobion Forte,2025-09-22,3
SHOP002,73146,Janumet 50/500,2025-09-22,5
SHOP002,73172,Evion 400,2025-09-22,5
SHOP001,73179,Itaspor 100,2025-09-22,3
SHOP001,73165,Lupisulide P,2025-09-23,3
SHOP002,73144,Combiflam,2025-09-23,3
SHOP001,73157,Eldoper Caps,2025-09-23,5
SHOP001,73137,Electral Powder,2025-09-23,1
SHOP001,73133,Azithral 500,2025-09-23,19
SHOP002,73153,Deriphyllin 150,2025-09-24,5
SHOP001,73160,Meftal Spas,2025-09-24,3
SHOP002,73159,Taxim O 200,2025-09-24,1
SHOP002,73147,Amlokind 5,2025-09-25,8
SHOP002,73173,Neurobion Forte,2025-09-25,2
SHOP001,73179,Itaspor 100,2025-09-25,3
SHOP001,73133,Azithral 500,2025-09-26,25
SHOP001,73135,Glycomet GP2,2025-09-26,10
SHOP002,73170,Asthalin Inhaler,2025-09-26,3
SHOP002,73175,Avil 25,2025-09-26,4
SHOP001,73169,Foracort 200,2025-09-27,1
SHOP002,73159,Taxim O 200,2025-09-27,1
SHOP001,73176,Calpol 500,2025-09-27,6
SHOP002,73159,Taxim O 200,2025-09-27,3
SHOP002,73135,Glycomet GP2,2025-09-27,4
SHOP001,73140,Atorva 10,2025-09-28,8
SHOP002,73142,Ciplox 500,2025-09-28,2
SHOP001,73159,Taxim O 200,2025-09-28,3
SHOP002,73178,Ovez-D,2025-09-28,4
SHOP001,73157,Eldoper Caps,2025-09-28,1
SHOP001,73171,Alex Cough Syrup,2025-09-29,5
SHOP002,73141,Pan 40,2025-09-29,2
SHOP001,73130,Pantop DSR,2025-09-29,5
SHOP001,73134,Ascoril LS Syrup,2025-09-30,1
SHOP002,73134,Ascoril LS Syrup,2025-09-30,5
SHOP001,73134,Ascoril LS Syrup,2025-09-30,5
SHOP002,73150,Shelcal 500,2025-09-30,5
SHOP001,73178,Ovez-D,2025-09-30,2
SHOP001,73176,Calpol 500,2025-09-30,15
SHOP002,73147,Amlokind 5,2025-10-01,4
SHOP001,73168,Rabekind D,2025-10-01,2
SHOP001,73153,Deriphyllin 150,2025-10-02,3
SHOP002,73166,Ofal-OZ,2025-10-02,22
SHOP001,73170,Asthalin Inhaler,2025-10-02,5
SHOP001,73140,Atorva 10,2025-10-02,3
SHOP001,73143,Allegra 120,2025-10-02,5
SHOP002,73142,Ciplox 500,2025-10-03,1
SHOP002,73131,Dolo 650,2025-10-03,15
SHOP002,73147,Amlokind 5,2025-10-03,9
SHOP001,73151,Celin 500,2025-10-04,2
SHOP001,73165,Lupisulide P,2025-10-04,4
SHOP002,73144,Combiflam,2025-10-04,2
SHOP001,73173,Neurobion Forte,2025-10-04,1
SHOP001,73138,Moxikind CV 625,2025-10-04,5
SHOP002,73159,Taxim O 200,2025-10-04,4
SHOP002,73138,Moxikind CV 625,2025-10-05,1
SHOP002,73146,Janumet 50/500,2025-10-05,4
SHOP002,73169,Foracort 200,2025-10-06,1
SHOP001,73141,Pan 40,2025-10-06,1
SHOP001,73163,Metolar XR 25,2025-10-06,5
SHOP002,73135,Glycomet GP2,2025-10-06,6
SHOP001,73146,Janumet 50/500,2025-10-06,4
SHOP002,73141,Pan 40,2025-10-07,5
SHOP002,73147,Amlokind 5,2025-10-07,4
SHOP002,73136,Telmikind 40,2025-10-07,9
SHOP001,73158,Cefakind 500,2025-10-07,3
SHOP001,73179,Itaspor 100,2025-10-08,2
SHOP002,73163,Metolar XR 25,2025-10-08,7
SHOP002,73137,Electral Powder,2025-10-08,5
SHOP001,73130,Pantop DSR,2025-10-08,5
SHOP002,73159,Taxim O 200,2025-10-08,5
SHOP002,73167,Zerodol SP,2025-10-08,5
SHOP001,73178,Ovez-D,2025-10-08,2
SHOP002,73170,Asthalin Inhaler,2025-10-08,2
SHOP002,73151,Celin 500,2025-10-08,3
SHOP002,73178,Ovez-D,2025-10-09,3
SHOP002,73163,Metolar XR 25,2025-10-09,6
SHOP002,73131,Dolo 650,2025-10-09,19
SHOP002,73158,Cefakind 500,2025-10-09,2
SHOP001,73134,Ascoril LS Syrup,2025-10-09,4
SHOP001,73152,Zocon 150,2025-10-09,5
SHOP002,73139,Ondem 4mg,2025-10-10,25
SHOP001,73142,Ciplox 500,2025-10-11,1
SHOP001,73154,Gelusil MPS,2025-10-11,4
SHOP001,73136,Telmikind 40,2025-10-11,4
SHOP002,73179,Itaspor 100,2025-10-11,4
SHOP002,73138,Moxikind CV 625,2025-10-11,3
SHOP002,73136,Telmikind 40,2025-10-11,7
SHOP001,73133,Azithral 500,2025-10-12,10
SHOP002,73146,Janumet 50/500,2025-10-12,10
SHOP001,73140,Atorva 10,2025-10-12,7
SHOP001,73176,Calpol 500,2025-10-12,19
SHOP002,73138,Moxikind CV 625,2025-10-13,2
SHOP001,73135,Glycomet GP2,2025-10-13,5
SHOP002,73144,Combiflam,2025-10-13,3
SHOP002,73155,Thyronorm 50,2025-10-13,1
SHOP002,73163,Metolar XR 25,2025-10-14,4
SHOP001,73132,Montair LC,2025-10-14,2
SHOP001,73174,Dulcoflex 5mg,2025-10-14,4
SHOP002,73143,Allegra 120,2025-10-14,5
SHOP001,73162,Cipcal 500,2025-10-14,5
SHOP002,73138,Moxikind CV 625,2025-10-14,4
SHOP001,73174,Dulcoflex 5mg,2025-10-14,3
SHOP002,73144,Combiflam,2025-10-14,5
SHOP002,73146,Janumet 50/500,2025-10-15,4
SHOP002,73153,Deriphyllin 150,2025-10-15,1
SHOP001,73141,Pan 40,2025-10-15,3
SHOP002,73175,Avil 25,2025-10-15,5
SHOP002,73155,Thyronorm 50,2025-10-16,4
SHOP002,73135,Glycomet GP2,2025-10-16,6
SHOP002,73168,Rabekind D,2025-10-16,1
SHOP001,73135,Glycomet GP2,2025-10-16,8
SHOP001,73178,Ovez-D,2025-10-16,5
SHOP002,73138,Moxikind CV 625,2025-10-16,4
SHOP002,73134,Ascoril LS Syrup,2025-10-16,3
SHOP001,73136,Telmikind 40,2025-10-17,6
SHOP002,73134,Ascoril LS Syrup,2025-10-17,2
SHOP002,73156,Ecosprin 75,2025-10-17,4
SHOP002,73168,Rabekind D,2025-10-17,5
SHOP002,73133,Azithral 500,2025-10-17,23
SHOP001,73135,Glycomet GP2,2025-10-18,4
SHOP001,73135,Glycomet GP2,2025-10-18,5
SHOP001,73159,Taxim O 200,2025-10-19,5
SHOP002,73133,Azithral 500,2025-10-19,24
SHOP002,73152,Zocon 150,2025-10-19,3
SHOP001,73154,Gelusil MPS,2025-10-19,1
SHOP001,73175,Avil 25,2025-10-19,4
SHOP001,73163,Metolar XR 25,2025-10-19,7
SHOP001,73147,Amlokind 5,2025-10-20,8
SHOP002,73140,Atorva 10,2025-10-20,7
SHOP002,73179,Itaspor 100,2025-10-20,1
SHOP002,73156,Ecosprin 75,2025-10-20,9
SHOP002,73139,Ondem 4mg,2025-10-21,15
SHOP002,73136,Telmikind 40,2025-10-21,10
SHOP002,73156,Ecosprin 75,2025-10-21,5
SHOP002,73164,Limcee 500,2025-10-21,1
SHOP001,73135,Glycomet GP2,2025-10-21,8
SHOP001,73179,Itaspor 100,2025-10-21,2
SHOP001,73160,Meftal Spas,2025-10-22,3
SHOP002,73148,Cyclopam,2025-10-22,1
SHOP001,73154,Gelusil MPS,2025-10-23,5
SHOP001,73130,Pantop DSR,2025-10-23,4
SHOP001,73174,Dulcoflex 5mg,2025-10-23,4
SHOP002,73137,Electral Powder,2025-10-23,4
SHOP001,73136,Telmikind 40,2025-10-23,7
SHOP001,73139,Ondem 4mg,2025-10-23,15
SHOP002,73162,Cipcal 500,2025-10-24,1
SHOP001,73166,Ofal-OZ,2025-10-24,16
SHOP002,73139,Ondem 4mg,2025-10-24,16
SHOP001,73155,Thyronorm 50,2025-10-24,1
SHOP001,73176,Calpol 500,2025-10-24,16
SHOP001,73130,Pantop DSR,2025-10-24,1
SHOP002,73172,Evion 400,2025-10-24,1
SHOP002,73174,Dulcoflex 5mg,2025-10-25,3
SHOP002,73173,Neurobion Forte,2025-10-25,2
SHOP001,73132,Montair LC,2025-10-25,4
SHOP002,73176,Calpol 500,2025-10-25,25
SHOP002,73145,Benadryl Syrup,2025-10-25,5
SHOP001,73163,Metolar XR 25,2025-10-25,5
SHOP001,73139,Ondem 4mg,2025-10-25,8
SHOP001,73159,Taxim O 200,2025-10-25,5
SHOP002,73160,Meftal Spas,2025-10-25,3
SHOP002,73155,Thyronorm 50,2025-10-26,3
SHOP001,73134,Ascoril LS Syrup,2025-10-26,1
SHOP001,73144,Combiflam,2025-10-26,3
SHOP001,73160,Meftal Spas,2025-10-26,1
SHOP002,73169,Foracort 200,2025-10-26,5
SHOP002,73130,Pantop DSR,2025-10-26,5
SHOP002,73138,Moxikind CV 625,2025-10-27,1
SHOP001,73147,Amlokind 5,2025-10-27,7
SHOP001,73160,Meftal Spas,2025-10-28,2
SHOP002,73153,Deriphyllin 150,2025-10-28,4
SHOP002,73141,Pan 40,2025-10-29,1
SHOP001,73155,Thyronorm 50,2025-10-29,2
SHOP001,73159,Taxim O 200,2025-10-29,1
SHOP002,73133,Azithral 500,2025-10-29,17
SHOP002,73177,Voveran SR 100,2025-10-29,4
SHOP001,73150,Shelcal 500,2025-10-29,3
SHOP002,73177,Voveran SR 100,2025-10-30,4
SHOP001,73132,Montair LC,2025-10-30,5
SHOP002,73163,Metolar XR 25,2025-10-30,6
SHOP001,73141,Pan 40,2025-10-30,5
SHOP001,73175,Avil 25,2025-10-30,1
SHOP002,73155,Thyronorm 50,2025-10-30,5
SHOP002,73137,Electral Powder,2025-10-30,4
SHOP002,73159,Taxim O 200,2025-10-31,1
SHOP001,73161,Aztor 10,2025-10-31,5
SHOP001,73133,Azithral 500,2025-10-31,23
SHOP001,73136,Telmikind 40,2025-11-01,9
SHOP002,73134,Ascoril LS Syrup,2025-11-01,10
SHOP001,73139,Ondem 4mg,2025-11-02,3
SHOP002,73164,Limcee 500,2025-11-02,2
SHOP002,73156,Ecosprin 75,2025-11-02,6
SHOP002,73136,Telmikind 40,2025-11-02,5
SHOP002,73157,Eldoper Caps,2025-11-03,3
SHOP002,73131,Dolo 650,2025-11-03,3
SHOP002,73141,Pan 40,2025-11-03,1
SHOP002,73156,Ecosprin 75,2025-11-03,10
SHOP001,73138,Moxikind CV 625,2025-11-03,3
SHOP002,73157,Eldoper Caps,2025-11-03,2
SHOP002,73162,Cipcal 500,2025-11-03,5
SHOP001,73154,Gelusil MPS,2025-11-03,2
SHOP001,73138,Moxikind CV 625,2025-11-03,5
SHOP002,73150,Shelcal 500,2025-11-04,1
SHOP002,73179,Itaspor 100,2025-11-04,1
SHOP001,73159,Taxim O 200,2025-11-04,1
SHOP001,73166,Ofal-OZ,2025-11-04,4
SHOP001,73163,Metolar XR 25,2025-11-05,6
SHOP002,73165,Lupisulide P,2025-11-05,1
SHOP002,73161,Aztor 10,2025-11-05,4
SHOP002,73176,Calpol 500,2025-11-05,1
SHOP002,73166,Ofal-OZ,2025-11-05,5
SHOP002,73136,Telmikind 40,2025-11-05,5
SHOP001,73179,Itaspor 100,2025-11-05,2
SHOP002,73134,Ascoril LS Syrup,2025-11-05,6
SHOP002,73162,Cipcal 500,2025-11-06,1
SHOP001,73147,Amlokind 5,2025-11-06,8
SHOP002,73157,Eldoper Caps,2025-11-06,5
SHOP001,73143,Allegra 120,2025-11-07,5
SHOP001,73171,Alex Cough Syrup,2025-11-07,19
SHOP002,73147,Amlokind 5,2025-11-08,10
SHOP002,73133,Azithral 500,2025-11-08,4
SHOP001,73146,Janumet 50/500,2025-11-08,9
SHOP001,73140,Atorva 10,2025-11-08,6
SHOP001,73136,Telmikind 40,2025-11-08,5
SHOP001,73140,Atorva 10,2025-11-08,5
SHOP002,73152,Zocon 150,2025-11-08,1
SHOP002,73143,Allegra 120,2025-11-08,4
SHOP002,73166,Ofal-OZ,2025-11-09,1
SHOP001,73149,Becosules Caps,2025-11-09,4
SHOP001,73152,Zocon 150,2025-11-09,5
SHOP002,73165,Lupisulide P,2025-11-09,1
SHOP001,73151,Celin 500,2025-11-09,2
SHOP001,73157,Eldoper Caps,2025-11-10,2
SHOP002,73160,Meftal Spas,2025-11-10,5
SHOP001,73144,Combiflam,2025-11-10,3
SHOP002,73168,Rabekind D,2025-11-10,4
SHOP001,73159,Taxim O 200,2025-11-11,5
SHOP001,73143,Allegra 120,2025-11-11,5
SHOP001,73139,Ondem 4mg,2025-11-11,4
SHOP002,73151,Celin 500,2025-11-11,3
SHOP002,73175,Avil 25,2025-11-12,1
SHOP002,73153,Deriphyllin 150,2025-11-12,5
SHOP002,73160,Meftal Spas,2025-11-12,4
SHOP001,73143,Allegra 120,2025-11-13,3
SHOP002,73173,Neurobion Forte,2025-11-13,1
SHOP002,73148,Cyclopam,2025-11-13,3
SHOP002,73176,Calpol 500,2025-11-14,2
SHOP001,73142,Ciplox 500,2025-11-14,2
SHOP002,73175,Avil 25,2025-11-14,4
SHOP002,73171,Alex Cough Syrup,2025-11-14,9
SHOP001,73170,Asthalin Inhaler,2025-11-15,3
SHOP002,73161,Aztor 10,2025-11-15,6
SHOP001,73139,Ondem 4mg,2025-11-15,4
SHOP002,73135,Glycomet GP2,2025-11-15,10
SHOP001,73176,Calpol 500,2025-11-15,2
SHOP002,73153,Deriphyllin 150,2025-11-16,4
SHOP002,73178,Ovez-D,2025-11-16,2
SHOP001,73143,Allegra 120,2025-11-16,4
SHOP001,73136,Telmikind 40,2025-11-16,7
SHOP001,73170,Asthalin Inhaler,2025-11-17,1
SHOP001,73130,Pantop DSR,2025-11-17,4
SHOP001,73173,Neurobion Forte,2025-11-17,1
SHOP001,73156,Ecosprin 75,2025-11-17,7
SHOP001,73130,Pantop DSR,2025-11-17,3
SHOP002,73176,Calpol 500,2025-11-17,3
SHOP002,73168,Rabekind D,2025-11-17,5
SHOP002,73145,Benadryl Syrup,2025-11-18,5
SHOP001,73130,Pantop DSR,2025-11-18,3
SHOP002,73178,Ovez-D,2025-11-18,4
SHOP002,73139,Ondem 4mg,2025-11-18,4
SHOP002,73135,Glycomet GP2,2025-11-18,10
SHOP001,73142,Ciplox 500,2025-11-18,2
SHOP001,73132,Montair LC,2025-11-18,11
SHOP001,73175,Avil 25,2025-11-18,5
SHOP001,73148,Cyclopam,2025-11-18,2
SHOP001,73171,Alex Cough Syrup,2025-11-19,17
SHOP001,73149,Becosules Caps,2025-11-19,1
SHOP002,73166,Ofal-OZ,2025-11-19,3
SHOP001,73179,Itaspor 100,2025-11-19,3
SHOP001,73145,Benadryl Syrup,2025-11-19,7
SHOP002,73150,Shelcal 500,2025-11-19,1
SHOP002,73140,Atorva 10,2025-11-20,8
SHOP001,73155,Thyronorm 50,2025-11-20,2
SHOP002,73147,Amlokind 5,2025-11-20,4
SHOP001,73161,Aztor 10,2025-11-20,4
SHOP001,73147,Amlokind 5,2025-11-20,10
SHOP002,73178,Ovez-D,2025-11-20,2
SHOP002,73175,Avil 25,2025-11-21,3
SHOP002,73139,Ondem 4mg,2025-11-21,3
SHOP002,73154,Gelusil MPS,2025-11-21,1
SHOP001,73175,Avil 25,2025-11-21,5
SHOP002,73163,Metolar XR 25,2025-11-21,8
SHOP001,73154,Gelusil MPS,2025-11-21,5
SHOP002,73152,Zocon 150,2025-11-21,5
SHOP002,73168,Rabekind D,2025-11-21,4
SHOP002,73170,Asthalin Inhaler,2025-11-22,2
SHOP002,73134,Ascoril LS Syrup,2025-11-22,5
SHOP001,73172,Evion 400,2025-11-22,3
SHOP002,73142,Ciplox 500,2025-11-22,2
SHOP002,73165,Lupisulide P,2025-11-22,4
SHOP001,73149,Becosules Caps,2025-11-23,1
SHOP001,73155,Thyronorm 50,2025-11-23,5
SHOP002,73173,Neurobion Forte,2025-11-24,2
SHOP002,73162,Cipcal 500,2025-11-24,1
SHOP001,73154,Gelusil MPS,2025-11-24,4
SHOP001,73168,Rabekind D,2025-11-24,4
SHOP001,73151,Celin 500,2025-11-25,3
SHOP002,73176,Calpol 500,2025-11-25,4
SHOP002,73168,Rabekind D,2025-11-25,1
SHOP001,73142,Ciplox 500,2025-11-25,3
SHOP001,73134,Ascoril LS Syrup,2025-11-26,13
SHOP001,73178,Ovez-D,2025-11-26,4
SHOP001,73179,Itaspor 100,2025-11-27,5
SHOP002,73144,Combiflam,2025-11-27,2
SHOP001,73140,Atorva 10,2025-11-27,10
SHOP001,73135,Glycomet GP2,2025-11-27,3
SHOP002,73156,Ecosprin 75,2025-11-27,4
SHOP002,73139,Ondem 4mg,2025-11-27,4
SHOP002,73147,Amlokind 5,2025-11-28,5
SHOP001,73131,Dolo 650,2025-11-28,2
SHOP001,73175,Avil 25,2025-11-28,5
SHOP002,73173,Neurobion Forte,2025-11-28,2
SHOP002,73131,Dolo 650,2025-11-28,2
SHOP001,73143,Allegra 120,2025-11-29,1
SHOP001,73169,Foracort 200,2025-11-29,4
SHOP001,73173,Neurobion Forte,2025-11-29,5
SHOP002,73130,Pantop DSR,2025-11-29,3
SHOP002,73143,Allegra 120,2025-11-29,5
SHOP002,73146,Janumet 50/500,2025-11-29,6
SHOP001,73131,Dolo 650,2025-11-30,1
SHOP001,73149,Becosules Caps,2025-11-30,5
SHOP002,73167,Zerodol SP,2025-12-01,1
SHOP002,73158,Cefakind 500,2025-12-01,3
SHOP002,73178,Ovez-D,2025-12-01,4
SHOP002,73165,Lupisulide P,2025-12-01,2
SHOP002,73167,Zerodol SP,2025-12-01,5
SHOP002,73161,Aztor 10,2025-12-01,4
SHOP002,73134,Ascoril LS Syrup,2025-12-03,16
SHOP001,73174,Dulcoflex 5mg,2025-12-03,2
SHOP002,73177,Voveran SR 100,2025-12-04,2
SHOP001,73171,Alex Cough Syrup,2025-12-04,19
SHOP001,73176,Calpol 500,2025-12-05,4
SHOP001,73130,Pantop DSR,2025-12-05,1
SHOP002,73159,Taxim O 200,2025-12-05,2
SHOP002,73174,Dulcoflex 5mg,2025-12-05,4
SHOP002,73159,Taxim O 200,2025-12-05,4
SHOP002,73154,Gelusil MPS,2025-12-05,2
SHOP002,73173,Neurobion Forte,2025-12-05,4
SHOP001,73142,Ciplox 500,2025-12-06,4
SHOP002,73137,Electral Powder,2025-12-06,3
SHOP001,73135,Glycomet GP2,2025-12-06,3
SHOP002,73136,Telmikind 40,2025-12-06,4
SHOP001,73156,Ecosprin 75,2025-12-06,7
SHOP002,73153,Deriphyllin 150,2025-12-06,3
SHOP002,73177,Voveran SR 100,2025-12-06,3
SHOP002,73177,Voveran SR 100,2025-12-06,5
SHOP001,73137,Electral Powder,2025-12-06,3
SHOP002,73178,Ovez-D,2025-12-06,2
SHOP002,73134,Ascoril LS Syrup,2025-12-06,13
SHOP002,73130,Pantop DSR,2025-12-07,2
SHOP001,73146,Janumet 50/500,2025-12-07,5
SHOP001,73153,Deriphyllin 150,2025-12-08,1
SHOP001,73170,Asthalin Inhaler,2025-12-08,3
SHOP001,73173,Neurobion Forte,2025-12-08,3
SHOP002,73157,Eldoper Caps,2025-12-09,4
SHOP001,73166,Ofal-OZ,2025-12-09,1
SHOP001,73178,Ovez-D,2025-12-10,2
SHOP001,73162,Cipcal 500,2025-12-10,3
SHOP002,73156,Ecosprin 75,2025-12-10,5
SHOP002,73158,Cefakind 500,2025-12-11,4
SHOP002,73176,Calpol 500,2025-12-11,2
SHOP001,73135,Glycomet GP2,2025-12-11,4
SHOP001,73155,Thyronorm 50,2025-12-12,1
SHOP001,73166,Ofal-OZ,2025-12-12,4
SHOP002,73171,Alex Cough Syrup,2025-12-13,15
SHOP001,73149,Becosules Caps,2025-12-13,4
SHOP002,73133,Azithral 500,2025-12-13,2
SHOP002,73139,Ondem 4mg,2025-12-13,4
SHOP001,73164,Limcee 500,2025-12-13,1
SHOP001,73140,Atorva 10,2025-12-13,3
SHOP001,73151,Celin 500,2025-12-14,2
SHOP002,73155,Thyronorm 50,2025-12-14,4
SHOP002,73178,Ovez-D,2025-12-14,2
SHOP002,73153,Deriphyllin 150,2025-12-14,5
SHOP002,73138,Moxikind CV 625,2025-12-14,1
SHOP001,73172,Evion 400,2025-12-14,4
SHOP001,73151,Celin 500,2025-12-15,5
SHOP002,73172,Evion 400,2025-12-16,2
SHOP001,73159,Taxim O 200,2025-12-16,5
SHOP002,73170,Asthalin Inhaler,2025-12-16,3
SHOP001,73156,Ecosprin 75,2025-12-16,4
SHOP001,73175,Avil 25,2025-12-17,3
SHOP002,73140,Atorva 10,2025-12-17,8
SHOP002,73152,Zocon 150,2025-12-17,2
SHOP001,73141,Pan 40,2025-12-17,1
SHOP001,73143,Allegra 120,2025-12-17,5
SHOP002,73141,Pan 40,2025-12-18,4
SHOP002,73145,Benadryl Syrup,2025-12-18,17
SHOP001,73157,Eldoper Caps,2025-12-18,2
SHOP001,73160,Meftal Spas,2025-12-18,4
SHOP001,73132,Montair LC,2025-12-18,19
SHOP002,73176,Calpol 500,2025-12-18,4
SHOP001,73153,Deriphyllin 150,2025-12-19,4
SHOP001,73179,Itaspor 100,2025-12-19,2
SHOP002,73177,Voveran SR 100,2025-12-19,2
SHOP001,73164,Limcee 500,2025-12-19,1
SHOP001,73179,Itaspor 100,2025-12-19,5
SHOP001,73177,Voveran SR 100,2025-12-20,5
